requestSource,product,serviceRegion,requestType,focTarget
ssc,ipvpn,west,billinginquiry-billingaccountupdate,0.0
smartpath,btce,bc,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,ethernet,ab,add,0.0
smartpath,msos365,ab,generalinquiry-othergeneral,0.0
smartpath,businesslines,qc,trafficstudy,0.0
eom,vnet,on,generalinquiry-othergeneral,0.0
ssc,ipvpn,qc,billinginquiry-copyofinvoice,0.0
smartpath,businesslines,west,trafficstudybilling,0.0
smartpath,ethernet,on,agreementcreation,0.0
smartpath,businesslines,nb,add,0.0
smartpath,msos365,bc,add,0.0
pss,businessinternet,bc,add,0.0
kana,broadband,on,disconnect,0.0
smartpath,btce,sk,coaching,0.0
ssc,ipvpn,on,billinginquiry-balancetransferpaymentupdate,0.0
kana,sap,on,billinginquiry-otherbilling,0.0
smartpath,digitalprivateline,qc,generalinquiry-othergeneral,0.0
smartpath,centrex,west,portout,0.0
smartpath,darkfibre,ab,generalinquiry-othergeneral,0.0
smartpath,megalink,west,generalinquiry-accountcontractupdate,0.0
kana,businessinternetdedicated,east,change,0.0
smartpath,ethernet,bc,billinginquiry-otherbilling,0.0
smartpath,localaccesspackage,on,generalinquiry-transferresponsibility,0.0
kana,broadband,on,generalinquiry-othergeneral,0.0
smartpath,businessinternet,nb,new,0.0
pwo,businessinternetbrokered,ab,agreementregistered,0.0
smartpath,businesslines,on,billinginquiry-custombill,0.0
smartpath,siptrunk,ab,migration,0.0
smartpath,megalink,ns,add,0.0
ssc,siptrunk,west,billinginquiry-copyofinvoice,0.0
smartpath,localaccesspackage,on,billinginquiry-dispute,0.0
smartpath,datalegacy,qc,generalinquiry-accountcontractupdate,0.0
eom,ondemandcontactcentre,on,agreementregistered,0.0
smartpath,businessinternet,on,billinginquiry-incorrectrate,0.0
smartpath,businesslines,bc,billinginquiry-billingaccountupdate,0.0
pss,tollfree,qc,billinginquiry-copyofinvoice,0.0
smartpath,infrastructureservices,on,billinginquiry-billingaccountupdate,0.0
smartpath,vnet,west,billinginquiry-otherbilling,0.0
smartpath,businessinternet,qc,agreementcreation,0.0
smartpath,businessinternetdedicated,ns,add,0.0
ssc,businesslines,west,billinginquiry-invoiceexplanation,0.0
smartpath,corporatehardwareinquiries,qc,orders,0.0
smartpath,ipvpn,sk,new,0.0
smartpath,internalteamsupport,on,inventoryavailability,0.0
smartpath,businesslines,ns,billinginquiry-otherbilling,0.0
pss,sap,on,generalinquiry-othergeneral,0.0
kana,megalink,on,generalinquiry-othergeneral,0.0
ssc,ethernet,west,billinginquiry-incorrectrate,0.0
kana,businessinternetdedicated,west,billinginquiry-otherbilling,0.0
smartpath,businessinternet,nl,change,0.0
smartpath,globalbusinessinternetdedicated,intl,pricing,0.0
smartpath,dryloopdsl,on,billinginquiry-invoiceexplanation,0.0
smartpath,btce,on,billinginquiry-billingaccountupdate,0.0
smartpath,dedicatedinternetaccess,on,change,0.0
pss,businesslines,qc,billinginquiry-billingaccountupdate,0.0
smartpath,businesslines,on,generalinquiry-transferresponsibility,0.0
smartpath,tollfree,ab,add,0.0
kana,directorylisting,qc,generalinquiry-accountcontractupdate,0.0
ssc,centrex,on,generalinquiry-transferresponsibility,0.0
smartpath,localaccesspackage,west,change,0.0
kana,businessinternet,on,generalinquiry-serviceaddressinformation,0.0
smartpath,centrex,on,change,0.0
smartpath,switchredirect,on,billinginquiry-invoiceexplanation,0.0
kana,ethernet,west,add,0.0
smartpath,siptrunk,bc,move,0.0
ssc,businessinternet,on,generalinquiry-transferresponsibility,0.0
smartpath,corporateaccountservice,ab,adjustments,0.0
smartpath,globalbusinessinternetdedicated,intl,change,0.0
smartpath,datalegacy,on,generalinquiry-copyofequipmentrecord,0.0
smartpath,wavelength,on,billinginquiry-copyofinvoice,0.0
kana,tollfree,bc,winback,0.0
kana,tollfree,on,change,0.0
kana,directorylisting,on,generalinquiry-directorylistings,0.0
eom,businessinternetdedicated,qc,generalinquiry-othergeneral,0.0
smartpath,corporateaccountservice,on,deploymentupgrade,0.0
kana,megalink,east,generalinquiry-othergeneral,0.0
ssc,businesslines,mb,move,0.0
kana,ipvpn,bc,move,0.0
smartpath,businesslines,pe,billinginquiry-balancetransferpaymentupdate,0.0
ssc,siptrunk,qc,generalinquiry-accountcontractupdate,0.0
smartpath,corporategeneralinquiries,on,pricing,0.0
kana,sap,qc,add,0.0
smartpath,businessinternet,nb,disconnect,0.0
smartpath,globalipvpn,qc,generalinquiry-othergeneral,0.0
smartpath,tollfree,qc,billinginquiry-obmsupport,0.0
smartpath,btce,qc,coaching,0.0
ssc,siptrunk,west,billinginquiry-invoiceexplanation,0.0
smartpath,globalipvpn,ab,disconnect,0.0
smartpath,wavelength,ab,add,0.0
eom,managedservices,west,agreementcreation,0.0
kana,directorylisting,qc,disconnect,0.0
smartpath,businessinternet,west,billinginquiry-otherbilling,0.0
smartpath,corporateservicerepair,on,wirelessclientcare,0.0
smartpath,corporatehardwareorders,bc,newactivations,0.0
eom,megalink,bc,agreementcreationvalidated,0.0
eom,globalipvpn,west,agreementcreation,0.0
smartpath,broadcast,on,disconnect,0.0
smartpath,managedservices,on,billinginquiry-invoiceexplanation,0.0
ssc,btce,mb,disconnect,0.0
smartpath,ipvpn,west,billinginquiry-otherbilling,0.0
pwo,businessinternet,west,facilitycheck,0.0
smartpath,siptrunk,nl,change,0.0
smartpath,audioconferencing,qc,generalinquiry-othergeneral,0.0
ssc,locallink,west,billinginquiry-billingaccountupdate,0.0
smartpath,resellerinternet,qc,agreementcreation,0.0
smartpath,centrex,on,portout,0.0
smartpath,centrex,nl,billinginquiry-invoiceexplanation,0.0
ssc,businessinternet,west,generalinquiry-pricingconfirmation,0.0
ssc,megalink,ns,generalinquiry-directinwardcalling,0.0
ssc,businessinternet,nt,disconnect,0.0
kana,ondemandcontactcentre,on,change,0.0
smartpath,businesslines,east,disconnect,0.0
smartpath,businessinternetdedicated,ns,billinginquiry-copyofinvoice,0.0
smartpath,businesslines,west,winback,0.0
eom,wavelength,west,generalinquiry-othergeneral,0.0
smartpath,centrex,nb,billinginquiry-custombill,0.0
smartpath,businessinternet,qc,generalinquiry-pricingconfirmation,0.0
smartpath,businesslines,on,billinginquiry-billingaccountupdate,0.0
kana,digitalprivateline,on,add,0.0
smartpath,centrex,nl,move,0.0
smartpath,broadband,on,disconnect,0.0
smartpath,businesslines,ns,new,0.0
kana,sap,qc,billinginquiry-billingaccountupdate,0.0
pss,megalink,bc,generalinquiry-directinwardcalling,0.0
smartpath,siptrunk,pe,add,0.0
smartpath,localaccesspackage,qc,billinginquiry-incorrectrate,0.0
smartpath,megalink,qc,facilitycheck,0.0
smartpath,businessinternetbrokered,qc,generalinquiry-othergeneral,0.0
smartpath,switchredirect,qc,billinginquiry-billingaccountupdate,0.0
pss,locallink,west,generalinquiry-othergeneral,0.0
smartpath,ipvpn,on,generalinquiry-feasibilityinformation,0.0
pss,megalink,qc,billinginquiry-copyofinvoice,0.0
smartpath,professionalservices,on,disconnect,0.0
pwo,ipvpn,mb,facilitycheck,0.0
smartpath,businessinternet,on,billinginquiry-custombill,0.0
smartpath,localaccesspackage,on,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,businesslines,ab,generalinquiry-transferresponsibility,0.0
smartpath,centrex,west,winback,0.0
kana,localaccesspackage,west,new,0.0
pss,centrex,qc,move,0.0
smartpath,btce,west,agreementcreation,0.0
smartpath,sap,intl,billinginquiry-otherbilling,0.0
smartpath,megalink,east,add,0.0
ssc,businessinternet,nb,change,0.0
smartpath,ipvpn,qc,migration,0.0
smartpath,corporatehardwareorders,ab,return,0.0
smartpath,businessinternet,qc,billinginquiry-dispute,0.0
smartpath,msos365,qc,billinginquiry-copyofinvoice,0.0
smartpath,businessinternetbrokered,west,coaching,0.0
smartpath,sap,qc,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,btce,nb,billinginquiry-invoiceexplanation,0.0
pwo,managedservices,qc,agreementcreation,0.0
kana,saput,on,billinginquiry-copyofinvoice,0.0
ssc,otherdataservices,west,billinginquiry-billingaccountupdate,0.0
ssc,siptrunk,on,billinginquiry-invoiceexplanation,0.0
eom,megalink,bc,agreementregistered,0.0
kana,ipvpn,ns,new,0.0
kana,wavelength,east,disconnect,0.0
smartpath,tollfree,qc,generalinquiry-directorylistings,0.0
smartpath,adsllas,on,add,0.0
smartpath,ipvpn,nb,coaching,0.0
smartpath,centrex,west,billinginquiry-balancetransferpaymentupdate,0.0
ssc,siptrunk,on,generalinquiry-directinwardcalling,0.0
smartpath,businesslines,on,trafficstudyconsultation,0.0
smartpath,bellmerakimanagement,on,billinginquiry-dispute,0.0
smartpath,megalink,qc,generalinquiry-feasibilityinformation,0.0
smartpath,managedservices,on,disconnect,0.0
kana,businesslines,qc,generalinquiry-accountcontractupdate,0.0
smartpath,darkfibre,intl,disconnect,0.0
smartpath,corporatehardwareorders,on,movesubscriber,0.0
smartpath,siptrunk,mb,generalinquiry-copyofequipmentrecord,0.0
pss,centrex,west,add,0.0
smartpath,businessinternetdedicated,bc,billinginquiry-billingaccountupdate,0.0
smartpath,businesslines,on,change,0.0
smartpath,tollfree,qc,winback,0.0
pwo,businessinternetdedicated,qc,generalinquiry-othergeneral,0.0
kana,msos365,qc,disconnect,0.0
smartpath,ipvpn,mb,disconnect,0.0
ssc,megalink,qc,generalinquiry-othergeneral,0.0
ssc,tollfree,west,generalinquiry-copyofequipmentrecord,0.0
smartpath,corporatehardwareorders,on,accountservicerep,0.0
smartpath,wavelength,on,agreementcreation,0.0
pss,businessinternet,mb,billinginquiry-billingaccountupdate,0.0
smartpath,localaccesspackage,on,billinginquiry-otherbilling,0.0
eom,localaccesspackage,on,agreementcreation,0.0
eom,businesslines,on,generalinquiry-othergeneral,0.0
smartpath,audioconferencing,bc,billinginquiry-copyofinvoice,0.0
smartpath,ondemandcontactcentre,ns,change,0.0
smartpath,btce,qc,billinginquiry-invoiceexplanation,0.0
smartpath,businessinternetdedicated,ns,disconnect,0.0
kana,ethernet,west,generalinquiry-transferresponsibility,0.0
smartpath,centrex,nl,add,0.0
smartpath,globalipvpn,intl,generalinquiry-othergeneral,0.0
smartpath,centrex,pe,change,0.0
kana,globalprivateline,intl,disconnect,0.0
smartpath,businesslines,on,distance,0.0
smartpath,corporatehardwareorders,on,devicemdmenrollment,0.0
smartpath,businessinternet,ns,billinginquiry-dispute,0.0
ssc,centrex,qc,generalinquiry-copyofequipmentrecord,0.0
smartpath,msos365,on,billinginquiry-balancetransferpaymentupdate,0.0
kana,businesslines,bc,generalinquiry-othergeneral,0.0
kana,resellerinternet,on,generalinquiry-othergeneral,0.0
smartpath,tollfree,bc,add,0.0
kana,businessinternetbrokered,qc,move,0.0
smartpath,darkfibre,qc,add,0.0
smartpath,businessinternetdedicated,on,suspension,0.0
smartpath,btce,qc,trafficstudybilling,0.0
smartpath,tollfree,on,generalinquiry-othergeneral,0.0
smartpath,ondemandcontactcentre,bc,add,0.0
ssc,businesslines,ns,billinginquiry-copyofinvoice,0.0
kana,businessinternetdedicated,west,generalinquiry-accountcontractupdate,0.0
eom,btce,qc,agreementcreationcomplex,0.0
smartpath,businesslines,qc,billinginquiry-otherbilling,0.0
ssc,otherdataservices,qc,billinginquiry-copyofinvoice,0.0
smartpath,corporategeneralinquiries,on,orders,0.0
smartpath,payphone,qc,billinginquiry-otherbilling,0.0
eom,ethernet,west,agreementcreation,0.0
ssc,ethernet,qc,billinginquiry-copyofinvoice,0.0
ssc,btce,on,generalinquiry-serviceaddressinformation,0.0
kana,centrex,on,generalinquiry-othergeneral,0.0
kana,msos365,west,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,businesslines,nb,trafficstudy,0.0
kana,businesslines,east,billinginquiry-otherbilling,0.0
smartpath,businesslines,nb,agreementregistered,0.0
pwo,businessinternet,east,new,0.0
smartpath,globalipvpn,on,change,0.0
smartpath,ipvpn,nl,change,0.0
smartpath,siptrunk,east,generalinquiry-othergeneral,0.0
kana,switchredirect,on,generalinquiry-othergeneral,0.0
smartpath,broadband,on,change,0.0
kana,vnet,east,change,0.0
smartpath,dedicatedinternetaccess,qc,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,businesslines,nl,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,ethernet,on,billinginquiry-otherbilling,0.0
kana,businesslines,west,move,0.0
pss,businessinternet,mb,disconnect,0.0
smartpath,eip,ab,generalinquiry-accountcontractupdate,0.0
kana,wavelength,qc,generalinquiry-othergeneral,0.0
smartpath,businessinternet,on,billinginquiry-banrequest,0.0
smartpath,audioconferencing,ab,change,0.0
smartpath,wavelength,west,facilitycheck,0.0
kana,directorylisting,qc,bliffman,0.0
ssc,locallink,on,billinginquiry-copyofinvoice,0.0
pwo,businesslines,on,agreementcreationvalidated,0.0
eom,centrex,on,agreementcreationcomplex,0.0
pss,localaccesspackage,on,add,0.0
eom,ethernet,qc,agreementcreationvalidated,0.0
email,ethernet,qc,billinginquiry-custombill,0.0
kana,centrex,on,generalinquiry-pricingconfirmation,0.0
ssc,ethernet,qc,generalinquiry-pricingconfirmation,0.0
eom,btce,west,agreementcreationvalidated,0.0
pss,otherdataservices,on,billinginquiry-copyofinvoice,0.0
pss,tollfree,on,change,0.0
kana,businesslines,on,agreementcreationvalidated,0.0
eom,businessinternet,qc,generalinquiry-othergeneral,0.0
ssc,onenet,on,generalinquiry-pricingconfirmation,0.0
smartpath,professionalservices,on,coaching,0.0
pwo,managedservices,qc,agreementcreationvalidated,0.0
smartpath,businessinternetdedicated,ab,billinginquiry-invoiceexplanation,0.0
smartpath,darkfibre,ab,billinginquiry-otherbilling,0.0
kana,businesslines,west,new,0.0
kana,tollfree,west,winback,0.0
kana,msos365,west,add,0.0
smartpath,tollfreeinternational,intl,trafficstudybilling,0.0
kana,saput,qc,generalinquiry-othergeneral,0.0
smartpath,megalink,on,billinginquiry-invoiceexplanation,0.0
pwo,btce,east,generalinquiry-othergeneral,0.0
smartpath,nddos,qc,coaching,0.0
kana,ipvpn,west,billinginquiry-otherbilling,0.0
smartpath,wavelength,on,generalinquiry-othergeneral,0.0
eom,businessinternetbrokered,qc,generalinquiry-othergeneral,0.0
kana,businesslines,on,generalinquiry-feasibilityinformation,0.0
pss,tollfree,qc,billinginquiry-otherbilling,0.0
smartpath,microlink,ab,disconnect,0.0
smartpath,businessinternetbrokered,nb,disconnect,0.0
pss,businesslines,west,billinginquiry-copyofinvoice,0.0
smartpath,audioconferencing,intl,generalinquiry-othergeneral,0.0
kana,businesslines,west,billinginquiry-invoiceexplanation,0.0
eom,ondemandcontactcentre,qc,agreementregistered,0.0
smartpath,businessinternetbrokered,west,billinginquiry-otherbilling,0.0
smartpath,globalipvpn,on,generalinquiry-pricingconfirmation,0.0
smartpath,businesslines,west,billinginquiry-dispute,0.0
smartpath,businessinternet,nl,disconnect,0.0
email,eip,on,disconnect,0.0
kana,siptrunk,qc,generalinquiry-serviceaddressinformation,0.0
smartpath,ondemandcontactcentre,on,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,businessinternet,ab,generalinquiry-accountcontractupdate,0.0
smartpath,corporatehardwareorders,nb,changesim,0.0
smartpath,datalegacy,qc,generalinquiry-directinwardcalling,0.0
kana,tollfree,on,generalinquiry-othergeneral,0.0
smartpath,businesslines,nt,generalinquiry-othergeneral,0.0
smartpath,btce,mb,migration,0.0
kana,msos365,ab,change,0.0
kana,businessinternet,on,billinginquiry-incorrectrate,0.0
smartpath,globalipvpn,mb,add,0.0
ssc,megalink,qc,billinginquiry-otherbilling,0.0
smartpath,contactcentre,ns,generalinquiry-othergeneral,0.0
smartpath,tollfree,intl,new,0.0
smartpath,siptrunk,west,generalinquiry-transferresponsibility,0.0
smartpath,businessinternetdedicated,on,disconnect,0.0
smartpath,megalink,qc,coaching,0.0
email,dedicatedinternetaccess,on,facilitycheck,0.0
smartpath,professionalservices,on,billinginquiry-billingaccountupdate,0.0
smartpath,corporatehardwareinquiries,on,hardwareorderchange,0.0
ssc,businessinternet,on,generalinquiry-serviceaddressinformation,0.0
smartpath,businesslines,qc,billinginquiry-copyofinvoice,0.0
smartpath,btce,qc,generalinquiry-portout,0.0
ssc,businesslines,qc,billinginquiry-billingaccountupdate,0.0
ssc,businesslines,ab,add,0.0
eom,wavelength,qc,agreementcreationvalidated,0.0
pwo,businessinternet,on,agreementcreation,0.0
smartpath,globalbusinessinternetservice,on,generalinquiry-othergeneral,0.0
kana,siptrunk,qc,new,0.0
smartpath,businesslines,west,billinginquiry-incorrectrate,0.0
kana,megalink,qc,billinginquiry-copyofinvoice,0.0
smartpath,centrex,ns,facilitycheck,0.0
smartpath,directorylisting,qc,change,0.0
kana,localaccesspackage,qc,generalinquiry-othergeneral,0.0
smartpath,businesslines,mb,billinginquiry-otherbilling,0.0
smartpath,businesslines,bc,billinginquiry-copyofinvoice,0.0
smartpath,directorylisting,qc,3235,0.0
smartpath,businesslines,nl,facilitycheck,0.0
smartpath,directorylisting,on,escpartner,0.0
ssc,megalink,west,billinginquiry-balancetransferpaymentupdate,0.0
ssc,businessinternetdedicated,on,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,broadband,nb,billinginquiry-otherbilling,0.0
smartpath,vnet,west,add,0.0
smartpath,globalbusinessinternetdedicated,intl,generalinquiry-othergeneral,0.0
smartpath,businessinternet,ab,billinginquiry-invoiceexplanation,0.0
smartpath,businesslines,nb,facilitycheck,0.0
smartpath,professionalservices,on,billinginquiry-copyofinvoice,0.0
ssc,megalink,on,billinginquiry-billingaccountupdate,0.0
smartpath,ipvpn,ab,billinginquiry-billingaccountupdate,0.0
smartpath,globalipvpn,on,pricing,0.0
smartpath,switchredirect,qc,generalinquiry-othergeneral,0.0
kana,businessinternetdedicated,on,new,0.0
kana,saput,bc,change,0.0
smartpath,sap,qc,billinginquiry-invoiceexplanation,0.0
kana,digitalprivateline,west,billinginquiry-otherbilling,0.0
ssc,tollfree,on,generalinquiry-othergeneral,0.0
eom,siptrunk,east,new,0.0
kana,globalbusinessinternetdedicated,intl,add,0.0
smartpath,businessinternetbrokered,qc,new,0.0
ssc,locallink,on,billinginquiry-incorrectrate,0.0
kana,businesslines,ab,generalinquiry-accountcontractupdate,0.0
smartpath,businessinternetdedicated,nb,generalinquiry-othergeneral,0.0
ssc,centrex,west,generalinquiry-copyofequipmentrecord,0.0
smartpath,megalink,on,winback,0.0
smartpath,ethernet,qc,generalinquiry-serviceaddressinformation,0.0
smartpath,centrex,west,billinginquiry-otherbilling,0.0
smartpath,centrex,nb,generalinquiry-othergeneral,0.0
smartpath,localaccesspackage,on,new,0.0
smartpath,datalegacy,qc,billinginquiry-incorrectrate,0.0
ssc,tollfree,west,billinginquiry-incorrectrate,0.0
smartpath,megalink,west,change,0.0
